0	1
1471.20891678265502	0.00000000000000
0.00000000000000
70559	195734
-527.83036469255546	-441.14337581461029
57515588373.60189056396484
73536	196177
-80.33391571004962	78.68425418982477
5435777024.91533184051514
80428	196140
65.05345460421398	10.88840152106983
1472837368.29844570159912
84684	195851
8.35430583504374	-6.19004575582976
579810437.97651851177216
88301	196205
34.54969741035244	-12.45654105185567
282818912.38908243179321
90993	196645
5.22772415635211	7.69406861825390
154640974.76321771740913
92852	195728
23.15386744890362	18.62899140231210
90765653.58129325509071
94011	195426
1.71102306193134	9.77524550326029
58417663.04710089415312
95594	196549
-11.94183695178970	2.54323207474467
39106302.48795448243618
96903	196576
-6.93665894867834	-8.14863945948190
27477131.40975835546851
97169	195887
-1.74165513423284	9.48638101319916
19498817.47132791206241
98055	196289
-1.14747819401471	0.71234729073538
14606898.00250504165888
98720	196208
-3.60579981052176	2.36477808463452
10987584.61203541606665
98834	196541
0.40760429746960	7.05036465475660
8554551.06690624728799
98981	195716
-2.53576961938424	-5.81126761036330
6538143.27729092538357
100104	196935
-5.67614866302258	4.71070666091943
5332894.61438929103315
100212	196104
6.91712652495954	0.78283259788866
4290658.10400540009141
100243	196220
-4.22788789162420	-1.70039538498776
3477404.75825869105756
100136	195750
-1.58414093231443	0.74216852355045
2843844.22805500542745
100257	195932
3.89762200327773	-4.73828499720983
2358752.50491883698851
100878	196361
-2.27705029376214	-2.41045452766973
1964006.71235126629472
100890	196152
-3.64803422416903	2.32746586808409
1681018.66290537710302
101050	196399
-0.39034026023987	0.59859480261919
1424425.70027809194289
100479	195362
-4.00128849041726	-0.04157419927699
1204011.38590631727129
101550	196267
-1.53822116072125	-2.61693392557135
1048033.86072995513678
101262	195757
-1.84854233287609	0.35660398302191
902550.16524170211051
101168	195879
-1.39637683388891	-1.39197516939434
800082.04892137041315
101348	195994
-0.47740099931979	-1.22303734885395
697081.19233188894577
101561	196290
0.24885759233003	0.99586816391976
610864.78798491565976
101029	195207
0.29380696368892	0.15250310204615
539128.05921916244552
101023	195471
-1.13234824060261	-0.98463818227517
478944.57293604902225
100960	195674
-0.25488647569064	0.20750477130716
427128.69057475525187
101075	195051
-1.82438405796707	-0.17597669123693
382121.29312360601034
101135	195169
-2.03656854036564	-0.38346560633989
345131.56798795447685
101943	196546
0.96162155524449	2.44627620627713
312731.00170844508102
101966	196601
-0.19564419770387	0.56035385164238
279936.25619625620311
101844	196282
-1.34061014906635	-0.37495131174948
254181.96294791053515
101573	195733
0.36854606746803	1.60483746371567
230869.12282333688927
100914	195599
1.56860167224064	-0.31866272190877
208851.62054518377408
102316	197121
-1.47858927095096	0.57079540860299
196045.58703738311306
101788	196530
-0.16045782139748	-0.49225765306444
178924.60294754712959
101673	196320
0.47015294737722	-0.38635419531550
161245.44757308546104
101290	195858
0.59156490146842	-0.83404061547685
149062.88543239102000
101768	196284
0.09233789526791	-0.31518777945415
137896.68562747610849
101289	195633
-0.05544418242389	0.63708716555159
128477.93048114080739
101879	196248
-1.17710446179283	0.04464191127901
117148.68023838168301
101691	196184
0.81419576821520	0.02277849623046
111094.09381344096619
101225	195843
-0.39793218663938	0.92541523826941
102879.10869290660776
101769	196228
-0.03840734429870	-0.58844180586760
95387.59418055757124
101716	195924
0.18726476944083	-0.06366661846604
89714.54545755575236
101898	195900
-0.64610132722748	0.12629990453687
83619.44784649150097
101722	196140
-0.27331493183480	-0.40726356892061
77838.05333730512939
102194	197226
-0.48581353376994	-0.37877483597316
73586.80482628126629
101461	195380
-0.30630308442227	0.51068499617896
68205.58734937667032
101187	195548
0.36915954278138	-0.34569921602714
65264.51797371169960
100912	195517
-0.34134264608184	-0.09411238926137
61088.02894601337175
101437	195696
0.35066907465860	-0.65396715619890
58349.02196968032513
101841	197142
-0.21257064039126	0.63859727373367
54522.70878892776818
102299	196504
-0.21634155096096	-0.10498859184068
52124.06849983149004
101361	195319
-0.37514847768346	-0.00068012774155
48361.19362280488713
101105	195167
0.33918817464216	0.11666956067019
46665.82716351505951
101767	196535
-0.10007226524446	-0.17155046581621
44140.92286964254163
101839	196460
-0.70793265551433	-0.08108002860331
42555.35124392437865
101133	195666
0.03518270591840	-0.12420015740817
40949.61892058687226
101678	196133
-0.12036427362174	0.02651559401186
38773.09999337074987
101537	196009
0.32594897223142	0.34112121100085
36651.56161669923313
102130	196581
-0.15896565499968	-0.23067478769097
35115.19202743247297
101193	195811
0.18560452370126	-0.06279809714710
33604.17902390683594
101185	195714
0.09548147933150	-0.12616061562742
32397.97775198798627
101089	195975
-0.57794166265223	0.50445127350386
30820.60422160451344
101620	196508
-0.22614153840973	0.05668088590412
30185.70700870062501
101310	195961
0.23487148421888	0.49977035622353
28662.06621893863121
101459	196355
0.59417509685513	0.04978964536611
27657.59554239941281
101385	195707
-0.61600227482848	-0.09341845545278
26734.94678278577703
101701	196602
0.14871378632277	-0.24945333340765
25892.95102466303069
100958	195507
-0.24926250877044	-0.11943048823695
24978.71963792114911
