# Fourier MC membrane (legacy example_data, reformatted)
# N=150 L=301 n=150 p8=0.3000 N8=14 Y=0.188496 d0=2.6000 seed=NA
# nt=1 it=NA cores=NA
# therm=NA sweeps=47600 sweeps_cap=NA min_sweeps=NA block=NA meas_every=1 steps_per_sweep=NA
# eps=NA rel_err=NA converged=NA
# samples=47600 accept_rate=NA wall_s=NA nu=-0.787865 nu_err=NA
# engine_sha=legacy source=example_data Gerr=NA(single-chain,no-error-estimate)
# q1 q2 qx qy qmag G Gerr Ginv
-150	-150	-3.13115547	-3.13115547	4.42812253	1.5717062688e-02	0.0000000000e+00	6.3625120028e+01
-150	-149	-3.13115547	-3.11028110	4.41338680	1.5682467972e-02	0.0000000000e+00	6.3765473761e+01
-150	-148	-3.13115547	-3.08940673	4.39870077	1.5757722858e-02	0.0000000000e+00	6.3460946040e+01
-150	-147	-3.13115547	-3.06853236	4.38406494	1.5984524428e-02	0.0000000000e+00	6.2560509979e+01
-150	-146	-3.13115547	-3.04765799	4.36947981	1.5625816083e-02	0.0000000000e+00	6.3996657498e+01
-150	-145	-3.13115547	-3.02678362	4.35494588	1.5549988871e-02	0.0000000000e+00	6.4308727697e+01
-150	-144	-3.13115547	-3.00590925	4.34046368	1.5820204628e-02	0.0000000000e+00	6.3210307547e+01
-150	-143	-3.13115547	-2.98503488	4.32603373	1.5466891004e-02	0.0000000000e+00	6.4654234632e+01
-150	-142	-3.13115547	-2.96416051	4.31165654	1.5897987179e-02	0.0000000000e+00	6.2901044563e+01
-150	-141	-3.13115547	-2.94328614	4.29733265	1.5716286985e-02	0.0000000000e+00	6.3628260349e+01
-150	-140	-3.13115547	-2.92241177	4.28306259	1.5514414533e-02	0.0000000000e+00	6.4456186719e+01
-150	-139	-3.13115547	-2.90153740	4.26884690	1.5719852971e-02	0.0000000000e+00	6.3613826530e+01
-150	-138	-3.13115547	-2.88066303	4.25468613	1.6048598406e-02	0.0000000000e+00	6.2310737344e+01
-150	-137	-3.13115547	-2.85978866	4.24058083	1.5764090601e-02	0.0000000000e+00	6.3435311640e+01
-150	-136	-3.13115547	-2.83891429	4.22653155	1.6160007352e-02	0.0000000000e+00	6.1881159966e+01
-150	-135	-3.13115547	-2.81803992	4.21253885	1.5904602585e-02	0.0000000000e+00	6.2874881323e+01
-150	-134	-3.13115547	-2.79716555	4.19860330	1.6080186702e-02	0.0000000000e+00	6.2188332668e+01
-150	-133	-3.13115547	-2.77629118	4.18472547	1.6218244832e-02	0.0000000000e+00	6.1658953256e+01
-150	-132	-3.13115547	-2.75541681	4.17090594	1.6144129041e-02	0.0000000000e+00	6.1942022234e+01
-150	-131	-3.13115547	-2.73454244	4.15714529	1.6105376341e-02	0.0000000000e+00	6.2091066912e+01
-150	-130	-3.13115547	-2.71366807	4.14344410	1.6325238699e-02	0.0000000000e+00	6.1254847077e+01
-150	-129	-3.13115547	-2.69279370	4.12980296	1.6624734006e-02	0.0000000000e+00	6.0151338339e+01
-150	-128	-3.13115547	-2.67191933	4.11622248	1.6645628902e-02	0.0000000000e+00	6.0075831672e+01
-150	-127	-3.13115547	-2.65104496	4.10270325	1.6393468463e-02	0.0000000000e+00	6.0999903849e+01
-150	-126	-3.13115547	-2.63017059	4.08924589	1.6474921558e-02	0.0000000000e+00	6.0698316317e+01
-150	-125	-3.13115547	-2.60929622	4.07585100	1.6794190343e-02	0.0000000000e+00	5.9544400748e+01
-150	-124	-3.13115547	-2.58842185	4.06251920	1.6812958203e-02	0.0000000000e+00	5.9477932907e+01
-150	-123	-3.13115547	-2.56754748	4.04925112	1.6927470940e-02	0.0000000000e+00	5.9075570329e+01
-150	-122	-3.13115547	-2.54667311	4.03604739	1.6867847425e-02	0.0000000000e+00	5.9284387321e+01
-150	-121	-3.13115547	-2.52579874	4.02290863	1.7108590447e-02	0.0000000000e+00	5.8450168826e+01
-150	-120	-3.13115547	-2.50492437	4.00983549	1.7312850506e-02	0.0000000000e+00	5.7760563441e+01
-150	-119	-3.13115547	-2.48405001	3.99682862	1.7321016575e-02	0.0000000000e+00	5.7733331969e+01
-150	-118	-3.13115547	-2.46317564	3.98388865	1.7592201685e-02	0.0000000000e+00	5.6843368324e+01
-150	-117	-3.13115547	-2.44230127	3.97101625	1.7857976176e-02	0.0000000000e+00	5.5997386834e+01
-150	-116	-3.13115547	-2.42142690	3.95821207	1.7780666766e-02	0.0000000000e+00	5.6240860546e+01
-150	-115	-3.13115547	-2.40055253	3.94547678	1.8085794273e-02	0.0000000000e+00	5.5292014546e+01
-150	-114	-3.13115547	-2.37967816	3.93281104	1.7875069863e-02	0.0000000000e+00	5.5943837291e+01
-150	-113	-3.13115547	-2.35880379	3.92021554	1.8120808672e-02	0.0000000000e+00	5.5185175127e+01
-150	-112	-3.13115547	-2.33792942	3.90769095	1.8162605596e-02	0.0000000000e+00	5.5058179551e+01
-150	-111	-3.13115547	-2.31705505	3.89523795	1.8540980051e-02	0.0000000000e+00	5.3934581519e+01
-150	-110	-3.13115547	-2.29618068	3.88285723	1.8934148982e-02	0.0000000000e+00	5.2814626152e+01
-150	-109	-3.13115547	-2.27530631	3.87054949	1.8854939629e-02	0.0000000000e+00	5.3036499701e+01
-150	-108	-3.13115547	-2.25443194	3.85831543	1.8932246637e-02	0.0000000000e+00	5.2819933057e+01
-150	-107	-3.13115547	-2.23355757	3.84615574	1.9236439720e-02	0.0000000000e+00	5.1984671518e+01
-150	-106	-3.13115547	-2.21268320	3.83407114	1.9655058431e-02	0.0000000000e+00	5.0877488027e+01
-150	-105	-3.13115547	-2.19180883	3.82206234	1.9820940416e-02	0.0000000000e+00	5.0451692958e+01
-150	-104	-3.13115547	-2.17093446	3.81013005	1.9432360342e-02	0.0000000000e+00	5.1460552523e+01
-150	-103	-3.13115547	-2.15006009	3.79827500	1.9748573477e-02	0.0000000000e+00	5.0636568822e+01
-150	-102	-3.13115547	-2.12918572	3.78649791	1.9817890293e-02	0.0000000000e+00	5.0459457853e+01
-150	-101	-3.13115547	-2.10831135	3.77479951	2.0099570865e-02	0.0000000000e+00	4.9752305993e+01
-150	-100	-3.13115547	-2.08743698	3.76318053	2.0354272850e-02	0.0000000000e+00	4.9129733465e+01
-150	-99	-3.13115547	-2.06656261	3.75164172	2.1163020373e-02	0.0000000000e+00	4.7252234434e+01
-150	-98	-3.13115547	-2.04568824	3.74018381	2.0936172967e-02	0.0000000000e+00	4.7764221359e+01
-150	-97	-3.13115547	-2.02481387	3.72880755	2.1020209180e-02	0.0000000000e+00	4.7573265871e+01
-150	-96	-3.13115547	-2.00393950	3.71751370	2.1389262245e-02	0.0000000000e+00	4.6752430662e+01
-150	-95	-3.13115547	-1.98306513	3.70630299	2.1496162072e-02	0.0000000000e+00	4.6519932099e+01
-150	-94	-3.13115547	-1.96219076	3.69517620	2.1860815825e-02	0.0000000000e+00	4.5743946979e+01
-150	-93	-3.13115547	-1.94131639	3.68413408	2.2034931995e-02	0.0000000000e+00	4.5382486328e+01
-150	-92	-3.13115547	-1.92044202	3.67317739	2.2252788048e-02	0.0000000000e+00	4.4938189221e+01
-150	-91	-3.13115547	-1.89956765	3.66230690	2.2355883240e-02	0.0000000000e+00	4.4730954679e+01
-150	-90	-3.13115547	-1.87869328	3.65152338	2.2628123704e-02	0.0000000000e+00	4.4192793582e+01
-150	-89	-3.13115547	-1.85781891	3.64082761	2.3193078162e-02	0.0000000000e+00	4.3116312247e+01
-150	-88	-3.13115547	-1.83694454	3.63022035	2.3728229323e-02	0.0000000000e+00	4.2143894784e+01
-150	-87	-3.13115547	-1.81607017	3.61970240	2.3602072252e-02	0.0000000000e+00	4.2369161035e+01
-150	-86	-3.13115547	-1.79519580	3.60927452	2.4068990484e-02	0.0000000000e+00	4.1547234840e+01
-150	-85	-3.13115547	-1.77432143	3.59893750	2.4317376447e-02	0.0000000000e+00	4.1122857237e+01
-150	-84	-3.13115547	-1.75344706	3.58869213	2.5234480331e-02	0.0000000000e+00	3.9628317560e+01
-150	-83	-3.13115547	-1.73257269	3.57853919	2.5140117416e-02	0.0000000000e+00	3.9777061637e+01
-150	-82	-3.13115547	-1.71169832	3.56847947	2.5304759075e-02	0.0000000000e+00	3.9518258088e+01
-150	-81	-3.13115547	-1.69082395	3.55851376	2.6074456845e-02	0.0000000000e+00	3.8351709720e+01
-150	-80	-3.13115547	-1.66994958	3.54864286	2.6044982099e-02	0.0000000000e+00	3.8395111818e+01
-150	-79	-3.13115547	-1.64907521	3.53886756	2.6366073415e-02	0.0000000000e+00	3.7927528467e+01
-150	-78	-3.13115547	-1.62820084	3.52918865	2.6873876926e-02	0.0000000000e+00	3.7210857322e+01
-150	-77	-3.13115547	-1.60732647	3.51960693	2.7076577173e-02	0.0000000000e+00	3.6932289986e+01
-150	-76	-3.13115547	-1.58645210	3.51012320	2.7443050630e-02	0.0000000000e+00	3.6439097587e+01
